Time,Speed
1836504,26.31
1839896,25.90
1843240,26.27
1846580,26.31
1849988,25.78
1853332,26.27
1856676,26.27
1860068,25.90
1863428,26.15
1866756,26.40
1870160,25.81
1873504,26.27
1876848,26.27
1880252,25.81
1883596,26.27
1886940,26.27
1890328,25.93
1893672,26.27
1897016,26.27
1900404,25.93
1903764,26.15
1907092,26.40
1910496,25.81
1913840,26.27
1917192,26.21
1920580,25.93
1923940,26.15
1927272,26.37
1930676,25.81
1934020,26.27
1937356,26.34
1940764,25.78
1944108,26.27
1947460,26.21
1950852,25.90
1954196,26.27
1957548,26.21
1960940,25.90
1964280,26.31
1967632,26.21
1971024,25.90
1974384,26.15
1977720,26.34

